Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,CDOT L1 NORTH STN,2829 W Howard Pl,,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.738743,-105.022746,2023-09-28,98531,2023-09-28 00:19:25 UTC,,,,2018-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,Kum & Go #689,4512 Austin Bluffs Pkwy,,Colorado Springs,CO,80918,,719-266-1687,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,38.897681,-104.747416,2023-03-08,98627,2023-03-08 17:16:33 UTC,P,,,2018-05-15,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
ELEC,UNIV. OF COLO WOLF LAW WEST,2450 Kittredge Loop Dr,,Boulder,CO,80305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.00114,-105.26303,2023-09-28,98789,2023-09-28 00:36:49 UTC,,,,2018-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SBV-EV SBV EV 2,84 Carriage Way,,Snowmass Village,CO,81615,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.208847,-106.948814,2023-09-28,98823,2023-09-28 00:25:05 UTC,,,,2018-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DFC GSA ST8,Routt Street,,Denver,CO,80228,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.712869,-105.125965,2023-09-28,98826,2023-09-28 00:25:01 UTC,,,,2018-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BC PUBLIC N BROADWAY 1,3460 Broadway,,Boulder,CO,80304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.037727,-105.281657,2023-09-28,98872,2023-09-28 00:16:20 UTC,,,,2018-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Mesa County Public Library,502 Ouray Ave,,Grand Junction,CO,81501,,970-248-0057,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,39.07167,-108.563984,2022-12-13,99432,2023-02-14 15:54:11 UTC,LG,,,2018-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,LIBRARY,,,,,,,$4 per hour,,,,,,,,,,false,,,,,,,,LD,false
ELEC,SVVSD GRAND VIEW ES,6601 Aggregate Blvd,,Frederick,CO,80516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.095792,-104.999656,2023-09-28,99480,2023-09-28 00:23:50 UTC,,,,2018-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UNICOPROPERTIES CIRCA 1,1615 Platte Street,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.758097,-105.008001,2023-09-28,99622,2023-09-28 00:22:04 UTC,,,,2018-07-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WEST PEARL WP ALLEY,Morrison Alley,,Boulder,CO,80302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.017646,-105.283488,2023-09-28,99753,2023-09-28 00:25:03 UTC,,,,2018-07-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CITY OF ASPEN RIO GRANDE L2 2,427 Rio Grande Pl,,Aspen,CO,81611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.191379,-106.81777,2023-09-28,99766,2023-09-28 00:25:15 UTC,,,,2018-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CHARGING FLINTRIDGE ST2,4740 Flintridge Dr.,,Colorado Springs,CO,80918,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.901245,-104.76956,2023-09-28,99806,2023-09-28 00:24:42 UTC,,,,2018-07-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CHERRY CREEK PARK OFFICE,Park Office Access,,Aurora,CO,80014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.62684,-104.830065,2023-09-28,99908,2023-09-28 00:25:28 UTC,,,,2018-07-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TOWN OF FRASER THE FOUNDRY,22 Second St,,Fraser,CO,80442,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.927843,-105.789359,2023-09-28,100026,2023-09-28 00:25:35 UTC,,,,2018-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,Kum & Go #939,5112 E Bromley Ln,,Brighton,CO,80601,,303-654-3483,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,GPS,39.97176956046867,-104.7488912446747,2023-03-08,100043,2023-03-08 17:16:33 UTC,P,,,2018-07-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
ELEC,UNICOPROPERTIES 1875 LAWRENCE,1875 Lawrence St,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.75136,-104.993421,2023-09-28,100264,2023-09-28 00:25:34 UTC,,,,2018-08-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ESTES PARKING TOWN HALL LOT 1,335 W Elkhorn Ave,,Estes Park,CO,80517,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.377958,-105.519686,2023-09-28,100410,2023-09-28 00:25:40 UTC,,,,2018-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PUBLIC PARKING FLOOR 2 SPACE 9,1776 Curtis Street,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.748358,-104.992576,2023-09-28,100432,2023-09-28 00:21:48 UTC,,,,2018-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AURARIA 5TH ST GARAGE4,1351 5th Street,,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.742932,-105.010465,2023-09-28,100447,2023-09-28 00:25:45 UTC,,,,2018-08-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BOULDER N BOULDER REC 1,3172 Broadway,,Boulder,CO,80304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.032839,-105.280947,2023-09-28,100474,2023-09-28 00:19:46 UTC,,,,2018-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PEARL EAST PROP 4845 PEARL 1,4990 Pearl Pkwy,,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.020529,-105.2358,2023-09-28,100523,2023-09-28 00:25:46 UTC,,,,2018-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UNICOPROPERTIES 2500 55TH ST,2500 55th St,,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.024741,-105.224737,2023-09-28,100524,2023-09-28 00:25:45 UTC,,,,2018-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Inn at Aspen - Tesla Supercharger,38750 Highway 82,,Aspen,CO,81611,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,39.204837,-106.858507,2023-07-01,102078,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Twenty Ninth Street - Tesla Supercharger,1710 29th Street,,Boulder,CO,80301,,877-798-3752,E,,Public,24 hours daily,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-9,40.020289,-105.257022,2023-07-01,102079,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Cascade Parking Garage - Tesla Supercharger,215 North Cascade Avenue,,Colorado Springs,CO,80903,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,38.837573,-104.824889,2023-07-01,102081,2023-07-14 19:41:28 UTC,P,,,2015-12-31,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn & Suites - Tesla Supercharger,4310 Airport Way,,Denver,CO,80239,,877-798-3752,E,,Public,24 hours daily,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-9,39.77512,-104.794648,2023-07-01,102082,2023-07-14 19:41:28 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Stanley Hotel - Tesla Supercharger,333 Wonderview Avenue,,Estes Park,CO,80517,,877-798-3752,E,,Public,24 hours daily,,,,,,,7,,Tesla,https://www.tesla.com/supercharger,200-8,40.38382,-105.519754,2023-07-01,102083,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Residence Inn Glenwood Springs - Tesla Supercharger,125 Wulfsohn Road,,Glenwood Springs,CO,81601,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-9,39.552676,-107.340171,2023-07-01,102084,2023-07-14 19:41:28 UTC,P,,,2013-10-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Arby's - Tesla Supercharger,2221 6th St.,,Limon,CO,80828,,877-798-3752,E,,Public,24 hours daily,,,,,,,14,,Tesla,https://www.tesla.com/supercharger,200-9,39.268975,-103.708626,2023-07-01,102086,2023-07-14 19:41:28 UTC,P,,,2014-06-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Park Meadows - Tesla Supercharger,8401 Park Meadows Center Drive,,Lone Tree,CO,80124,,877-798-3752,E,,Public,24 hours daily,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,39.562731,-104.873454,2023-07-01,102087,2023-07-14 19:41:28 UTC,P,,,2014-03-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Embassy Suites by Hilton Loveland Hotel, Spa & Conference Center - Tesla Supercharger",4705 Clydesdale Parkway,,Loveland,CO,80538,,877-798-3752,E,,Public,24 hours daily,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,40.441566,-104.991324,2023-07-01,102088,2023-07-14 19:41:28 UTC,P,,,2017-01-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Outlets At Silverthorne - Tesla Supercharger,246-V Rainbow Dr,,Silverthorne,CO,80498,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,39.631467,-106.070818,2023-07-01,102090,2023-07-14 19:41:28 UTC,P,,,2013-10-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Trinidad Fuel Stop - Tesla Supercharger,9960 Santa Fe Trail,,Trinidad,CO,81082,,877-798-3752,E,,Public,24 hours daily,,,,,,,9,,Tesla,https://www.tesla.com/supercharger,200-9,37.134167,-104.519352,2023-07-01,102091,2023-07-14 19:41:28 UTC,P,,,2015-04-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UNICOPROPERTIES BELLEVIEWTOWER2,7887 E Belleview Ave,,Denver,CO,80237,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.625571,-104.897362,2023-09-28,102544,2023-09-28 00:25:17 UTC,,,,2018-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UNICOPROPERTIES BELLEVIEWTOWER1,8001 E Belleview Ave,,Denver,CO,80237,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.625574,-104.897385,2023-09-28,102545,2023-09-28 00:25:10 UTC,,,,2018-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RES INN BOULDER STATION 1,McGuckin Way,,Boulder,CO,80302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.016779,-105.261007,2023-09-28,102722,2023-09-28 00:22:44 UTC,,,,2018-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SVVSD SILVERCREEK HS,4901 Nelson Rd,,Longmont,CO,80503,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.150111,-105.167556,2023-09-28,103136,2023-09-28 00:25:53 UTC,,,,2018-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SVVSD SOARING HEIGHTS,3280 Co Rd 5,,Erie,CO,80516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.050362,-105.016947,2023-09-28,103531,2023-09-28 00:23:50 UTC,,,,2018-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Neuworks Mechanical,241 Racquette Dr,,Fort Collins,CO,80524,,970-556-3130,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,40.586017,-105.044746,2022-11-10,104136,2023-02-14 15:54:11 UTC,P,,,2017-05-05,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,UNICOPROPERTIES HARLEQUIN,7600 E Orchard Rd,,Greenwood Village,CO,80111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.607363,-104.901585,2023-09-28,104155,2023-09-28 00:25:17 UTC,,,,2018-10-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GCEA EV STATION GCEA HQ EV,37250 US-50,,Gunnison,CO,81230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.525522,-106.967789,2023-09-28,104221,2023-09-28 00:26:14 UTC,,,,2018-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WALKINGMOUNTAIN WALKING MTS 1,318 Walking Mountains Ln,,Avon,CO,81620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.642955,-106.518336,2023-09-28,104343,2023-09-28 00:26:18 UTC,,,,2018-10-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GLENWOOD SPRNGS PUBLIC GARAGE,900 Cooper Ave,,Glenwood Springs,CO,81601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.545365,-107.323713,2023-09-28,104615,2023-09-28 00:26:34 UTC,,,,2018-11-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GCEA EV STATION ELK CREEK EV,24830 US-50,,Gunnison,CO,81230,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.463148,-107.166404,2023-09-28,104674,2023-09-28 00:26:33 UTC,,,,2018-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,Curecanti National Recreation Area,,,,false
ELEC,REDGARDEN PUA HANA ST,1700 Dogwood St,,Louisville,CO,80027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.965352,-105.116423,2023-09-28,104779,2023-09-28 00:26:29 UTC,,,,2018-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GCEA EV STATION ALMONT EV,10209 CO-135,,Almont,CO,81210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.664867,-106.847254,2023-09-28,104838,2023-09-28 00:26:35 UTC,,,,2018-11-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,4571 STATION 4571 BROADWAY,4571 Broadway,,Boulder,CO,80304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.057718,-105.282308,2023-09-28,104904,2023-09-28 00:16:43 UTC,,,,2018-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MANCOS1 BOYLE PARK,150 Grand Ave,,Mancos,CO,81328,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.345501,-108.288263,2023-09-28,104926,2023-09-28 00:26:40 UTC,,,,2018-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FI&S FT COLLINS FT COLLINS1,3520 Timberwood Dr,,Fort Collins,CO,80528,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.521922,-105.013552,2023-09-28,104996,2023-09-28 00:24:09 UTC,,,,2018-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SANMIGUELCTY LAWSONHILL1,104 Society Dr,,Telluride,CO,81435,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.947213,-107.873351,2023-09-28,105015,2023-09-28 00:26:53 UTC,,,,2018-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BLDG 3 STATION AUBURN BROOK 3,1193 Auburn Dr,,Castle Rock,CO,80109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.379646,-104.874726,2023-09-28,105162,2023-09-28 00:27:02 UTC,,,,2018-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PW LIBRARY CT4000 1,298 S Joe Martinez Blvd,,Pueblo West,CO,81007,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.324776,-104.741432,2023-09-28,105335,2023-09-28 00:27:11 UTC,,,,2018-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CONFLUENCE SBC CONFLUENCE SBC,75 Waneka Pkwy,,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.989461,-105.091582,2023-09-28,105423,2023-09-28 00:27:10 UTC,,,,2018-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Mountain Comfort B&B - Tesla Destination,52516 CO-9,,Alma,CO,80420,,719-836-4517  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.270961,-106.045926,2022-10-06,113521,2023-01-18 15:15:20 UTC,P,,,2018-08-02,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The St. Regis Aspen Resort - Tesla Destination,315 E Dean St,,Aspen,CO,81611,,970-920-3300  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.1867406,-106.8215018,2022-10-06,113522,2023-01-18 15:15:20 UTC,P,,,2017-06-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hotel Jerome - Tesla Destination,330 E Main St,,Aspen,CO,81611,,970-920-1000  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.19082,-106.819492,2022-10-06,113523,2023-01-18 15:15:20 UTC,P,,,2015-02-02,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Limelight Hotel - Tesla Destination,355 S Monarch St,,Aspen,CO,81611,,970-925-3025  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.188821,-106.821168,2022-10-06,113524,2023-01-18 15:15:20 UTC,P,,,2014-10-22,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Residences at the Little Nell - Tesla Destination,501 E Dean St,,Aspen,CO,81611,,970-429-6700  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.186714,-106.819164,2022-10-06,113525,2023-01-18 15:15:20 UTC,P,,,2015-01-12,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Gant - Tesla Destination,610 S West End St,,Aspen,CO,81611,,970-925-5000  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.1844849,-106.81437,2022-10-06,113526,2023-01-18 15:15:20 UTC,P,,,2015-10-08,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Little Nell - Tesla Destination,675 E Durant Ave,,Aspen,CO,81611,,970-920-4600  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.1866234,-106.8175696,2022-10-06,113527,2023-01-18 15:15:20 UTC,P,,,2014-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,DoubleTree by Hilton Denver-Aurora - Tesla Destination,13696 E Iliff Pl,,Aurora,CO,80014,,303-337-2800  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.673477,-104.830477,2022-10-06,113528,2023-01-18 15:15:20 UTC,P,,,2017-04-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Fine Airport Parking - Tesla Destination,5950 N Jackson Gap Wy,,Aurora,CO,80019,,303-340-3463  877-798-3752,E,,Public,,,,,,,48,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.804696,-104.686605,2022-10-06,113529,2023-01-18 15:15:20 UTC,P,,,2017-12-21,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,"The Ritz-Carlton, Bachelor Gulch - Tesla Destination",0130 Daybreak Ridge,,Avon,CO,81620,,970-748-6200  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.623703,-106.541101,2022-10-06,113530,2023-01-18 15:15:20 UTC,P,,,2015-11-25,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Sheraton Mountain Vista Villa - Tesla Destination,160 W Beaver Creek Blvd,,Avon,CO,81620,,970-748-6000  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.636509,-106.524947,2022-10-06,113531,2023-01-18 15:15:20 UTC,P,,,2017-12-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Westin Riverfront Resort and Spa - Tesla Destination,218 Riverfront Ln,,Avon,CO,81620,,970-790-6000  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.63341,-106.52428,2022-10-06,113532,2023-01-18 15:15:20 UTC,P,,,2014-05-29,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
